id,color,size,tel,warning
62a7e155fc13ae37d4000213,Puce,L,289-210-5806,3
62a7e155fc13ae37d4000214,Fuscia,M,726-838-4753,20
62a7e155fc13ae37d4000215,Purple,L,927-398-5836,79
62a7e155fc13ae37d4000216,Indigo,XL,155-962-1534,79
62a7e155fc13ae37d4000217,Purple,2XL,684-628-9229,98
62a7e155fc13ae37d4000218,Khaki,M,508-478-4719,5
62a7e155fc13ae37d4000219,Maroon,M,589-378-2593,59
62a7e155fc13ae37d400021a,Indigo,XS,711-265-1185,57
62a7e155fc13ae37d400021b,Red,S,312-853-4646,69
62a7e155fc13ae37d400021c,Green,S,455-543-9902,35
62a7e155fc13ae37d400021d,Fuscia,XS,754-739-5747,14
62a7e155fc13ae37d400021e,Yellow,XS,300-692-7989,53
62a7e155fc13ae37d400021f,Goldenrod,S,155-526-3742,50
62a7e155fc13ae37d4000220,Purple,2XL,243-703-3344,23
62a7e155fc13ae37d4000221,Goldenrod,S,344-998-3930,88
62a7e155fc13ae37d4000222,Orange,XL,555-589-8774,58
62a7e155fc13ae37d4000223,Violet,S,734-498-2036,18
62a7e155fc13ae37d4000224,Pink,3XL,506-771-5580,74
62a7e155fc13ae37d4000225,Pink,3XL,621-346-9913,46
62a7e155fc13ae37d4000226,Blue,S,369-629-2335,20
62a7e155fc13ae37d4000227,Puce,S,941-586-6120,90
62a7e155fc13ae37d4000228,Orange,L,123-386-5971,21
62a7e155fc13ae37d4000229,Crimson,S,612-919-3383,32
62a7e155fc13ae37d400022a,Mauv,XS,433-626-9964,34
62a7e155fc13ae37d400022b,Purple,M,319-567-5327,8
62a7e155fc13ae37d400022c,Mauv,M,615-572-4095,51
62a7e155fc13ae37d400022d,Maroon,S,722-215-7954,99
62a7e155fc13ae37d400022e,Puce,XS,297-690-1609,73
62a7e155fc13ae37d400022f,Teal,XL,997-173-8837,15
62a7e155fc13ae37d4000230,Teal,M,441-638-8866,18
62a7e155fc13ae37d4000231,Violet,XS,783-855-6099,13
62a7e155fc13ae37d4000232,Blue,3XL,264-519-0137,56
62a7e155fc13ae37d4000233,Violet,XL,621-283-3151,77
62a7e155fc13ae37d4000234,Orange,M,793-573-0667,62
62a7e155fc13ae37d4000235,Crimson,M,337-830-1218,15
62a7e155fc13ae37d4000236,Turquoise,3XL,549-805-6863,13
62a7e155fc13ae37d4000237,Yellow,L,298-754-4067,65
62a7e155fc13ae37d4000238,Puce,M,161-123-2720,78
62a7e155fc13ae37d4000239,Orange,M,288-949-7908,99
62a7e155fc13ae37d400023a,Green,3XL,409-441-2142,37
62a7e155fc13ae37d400023b,Red,L,908-956-1885,43
62a7e155fc13ae37d400023c,Purple,XL,937-335-0235,65
62a7e155fc13ae37d400023d,Pink,L,174-509-7186,43
62a7e155fc13ae37d400023e,Blue,XL,469-147-1258,61
62a7e155fc13ae37d400023f,Puce,3XL,932-514-4377,70
62a7e155fc13ae37d4000240,Pink,2XL,689-324-9119,89
62a7e155fc13ae37d4000241,Blue,XL,143-929-4452,73
62a7e155fc13ae37d4000242,Teal,S,303-736-9923,57
62a7e155fc13ae37d4000243,Mauv,3XL,342-674-9881,23
62a7e155fc13ae37d4000244,Yellow,S,203-490-5095,97
62a7e155fc13ae37d4000245,Purple,XL,880-620-7401,72
62a7e155fc13ae37d4000246,Mauv,L,446-769-9040,95
62a7e155fc13ae37d4000247,Teal,L,101-561-4260,61
62a7e155fc13ae37d4000248,Orange,2XL,181-801-3210,59
62a7e155fc13ae37d4000249,Green,2XL,724-139-4333,64
62a7e155fc13ae37d400024a,Yellow,2XL,266-330-8912,91
62a7e155fc13ae37d400024b,Indigo,S,372-483-3132,38
62a7e155fc13ae37d400024c,Indigo,XS,880-634-6908,76
62a7e155fc13ae37d400024d,Red,3XL,351-707-1182,22
62a7e155fc13ae37d400024e,Mauv,M,272-902-5474,53
62a7e155fc13ae37d400024f,Crimson,XS,385-427-5930,76
62a7e155fc13ae37d4000250,Purple,3XL,135-738-9071,81
62a7e155fc13ae37d4000251,Mauv,M,214-989-4116,18
62a7e155fc13ae37d4000252,Fuscia,3XL,206-161-6381,50
62a7e155fc13ae37d4000253,Indigo,L,352-422-8031,65
62a7e155fc13ae37d4000254,Violet,XS,329-791-6878,18
62a7e155fc13ae37d4000255,Red,S,358-819-6314,29
62a7e155fc13ae37d4000256,Pink,2XL,922-720-1975,30
62a7e155fc13ae37d4000257,Goldenrod,3XL,675-555-1169,82
62a7e155fc13ae37d4000258,Teal,S,226-872-1728,46
62a7e155fc13ae37d4000259,Orange,XS,873-729-6202,35
62a7e155fc13ae37d400025a,Blue,M,672-238-4260,48
62a7e155fc13ae37d400025b,Mauv,XS,955-418-2984,71
62a7e155fc13ae37d400025c,Red,XL,555-567-9405,53
62a7e155fc13ae37d400025d,Crimson,XS,730-799-2554,37
62a7e155fc13ae37d400025e,Puce,3XL,967-606-7530,37
62a7e155fc13ae37d400025f,Mauv,XS,280-164-7668,3
62a7e155fc13ae37d4000260,Crimson,XS,135-199-0541,41
